run_id,range_id,composite,pad_accuracy,coherence,llm_corr,llm_coherence,self_direction,emotional_range,danger_score,n_scenarios
20260512T103855Z,dominance_10_15,0.6433437155166617,0.9784060973397753,0.8421851318385237,0.5848431420173764,0.7642857142857145,0.3423976920948922,0.04307795589635646,0,4
20260512T103855Z,dominance_12_15,0.6429927945293091,0.9791294777361825,0.8455521508811572,0.6439597788776725,0.8571428571428573,0.34134705911282837,0.03531481475112323,0,4
20260512T103855Z,dominance_12_23,0.6426149292578104,0.9811731934334185,0.8129001933528421,0.8471553530982361,0.7428571428571428,0.3560813190844587,0.06373444097934322,0,4
20260512T103855Z,dominance_10_11,0.641874623474324,0.973404266200939,0.8419518576515331,0.058058416024028135,0.817857142857143,0.367929882843827,0.010612935233075105,0,4
20260512T103855Z,dominance_10_17,0.6412059236977979,0.9803845024428727,0.8200658515904607,0.7472344951158714,0.7107142857142859,0.3561748080119197,0.04479037396771424,0,4
20260512T103855Z,dominance_10_21,0.6411384713967597,0.9824117581386238,0.7971242807862621,0.8654910756136536,0.7178571428571429,0.37471131857640705,0.053851752690998095,0,4
20260512T103855Z,dominance_12_12,0.6409905221067954,0.9714739097289335,0.8531677203831993,0.12909944487358058,0.8250000000000002,0.356941567984988,0.005127021897589211,0,4
20260512T103855Z,dominance_12_13,0.6397057315578004,0.9690787140317167,0.8547449251288245,0.6454972243679029,0.9035714285714285,0.33921529107202225,0.023215031305964542,0,4
20260512T103855Z,dominance_4_15,0.6360525062034942,0.9811170137214821,0.8086405348505079,0.8328588339690993,0.7714285714285715,0.33229993689079523,0.0632802025060939,0,4
20260512T103855Z,dominance_6_17,0.6313373658645556,0.9790549025532804,0.8131518417144354,0.8652549061485579,0.75,0.31605148882072587,0.053259335462412495,0,4
